"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Time markers"
264420,20.000680008819,0.00065840662710916,3293.37544145094,NaN,NaN,""
264480,20.0005511638751,0.000658200391381874,3293.41492303023,NaN,NaN,""
264540,20.0003472235038,0.000657986341948774,3293.45439419964,NaN,NaN,""
264600,20.0001391180446,0.000657772292472776,3293.49386536901,NaN,NaN,""
264660,19.9999241068871,0.000657558242925657,3293.53333653834,NaN,NaN,""
264720,19.9997090957296,0.000657344193378537,3293.57280770766,NaN,NaN,""
264780,19.9997745575205,0.000657040069561907,3293.61220699323,NaN,NaN,""
264840,19.9998589291661,0.000656729872819633,3293.65160143231,NaN,NaN,""
264900,19.9999473506198,0.000656419676068148,3293.69099587134,NaN,NaN,""
264960,20.0000398633835,0.000656109479307361,3293.73039031031,NaN,NaN,""
265020,20.0001251350279,0.000655798376086199,3293.76977934416,NaN,NaN,""
265080,20.0000929406354,0.000655472568189554,3293.80908069558,NaN,NaN,""
265140,20.0000607462429,0.000655146760292909,3293.84838204701,NaN,NaN,""
265200,20.0000264530682,0.000654820952452302,3293.88768339838,NaN,NaN,""
265260,19.9999908663146,0.000654495144646235,3293.92698474971,NaN,NaN,""
265320,19.9999519904731,0.000654183012532488,3293.96627100306,NaN,NaN,""
265380,19.9998980589297,0.000653933480491537,3294.00548814592,NaN,NaN,""
265440,19.9998441273863,0.000653683948450586,3294.04470528877,NaN,NaN,""
265500,19.9997898264796,0.000653434416439071,3294.08392243156,NaN,NaN,""
265560,19.9997353957336,0.000653184884437903,3294.12313957433,NaN,NaN,""
265620,19.9997021705129,0.000652945406600055,3294.16233623729,NaN,NaN,""
265680,19.9997183024174,0.000652729330427262,3294.20148523225,NaN,NaN,""
265740,19.999734434322,0.000652513254254469,3294.24063422721,NaN,NaN,""
265800,19.9997522203323,0.000652297178189492,3294.27978322212,NaN,NaN,""
265860,19.9997702730819,0.000652081102141901,3294.31893221702,NaN,NaN,""
265920,19.9997771742028,0.000651909370610538,3294.35806102628,NaN,NaN,""
265980,19.9997687855216,0.000651798439066832,3294.39716215936,NaN,NaN,""
266040,19.9997603968405,0.000651687507523126,3294.43626329243,NaN,NaN,""
266100,19.9997513008207,0.000651576575953161,3294.47536442547,NaN,NaN,""
266160,19.9997421921011,0.000651465644382724,3294.5144655585,NaN,NaN,""
266220,19.9997664204284,0.000651342540539259,3294.55354727815,NaN,NaN,""
266280,19.9998187086069,0.000651209191272103,3294.59261265751,NaN,NaN,""
266340,19.9998711700414,0.000651075842018011,3294.63167803687,NaN,NaN,""
266400,19.9999251307365,0.000650942492876966,3294.6707434162,NaN,NaN,""
266460,19.9999790914315,0.00065080914373592,3294.70980879554,NaN,NaN,""
266520,20.0000384886894,0.000650745946421888,3294.74885851545,NaN,NaN,""
266580,20.0001006344663,0.000650718215197642,3294.78790031856,NaN,NaN,""
266640,20.0001628303885,0.000650690483953988,3294.82694212167,NaN,NaN,""
266700,20.0002251992142,0.000650662752643411,3294.86598392476,NaN,NaN,""
266760,20.00028756804,0.000650635021332834,3294.90502572785,NaN,NaN,""
266820,20.0003501478961,0.00065055050104818,3294.94405284326,NaN,NaN,""
266880,20.0004127854024,0.000650450466851132,3294.98307594622,NaN,NaN,""
266940,20.0004754254433,0.000650350432649146,3295.02209904917,NaN,NaN,""
267000,20.000538070274,0.00065025039843783,3295.06112215209,NaN,NaN,""
267060,20.0006007151047,0.000650150364226514,3295.10014525502,NaN,NaN,""
267120,20.0004978563313,0.000650039511218163,3295.13914022511,NaN,NaN,""
267180,20.00037795896,0.00064992754441454,3295.17813229894,NaN,NaN,""
267240,20.0002557355459,0.000649815577626478,3295.21712437274,NaN,NaN,""
267300,20.0001308602679,0.000649703610856156,3295.25611644653,NaN,NaN,""
267360,20.0000098597949,0.000649592419734944,3295.29510771982,NaN,NaN,""
267420,20.0000239302739,0.000649508266790915,3295.33407108894,NaN,NaN,""
267480,20.000038000753,0.000649424113846886,3295.37303445805,NaN,NaN,""
267540,20.0000543018698,0.000649339960882438,3295.41199782715,NaN,NaN,""
267600,20.0000721627205,0.000649255807903711,3295.45096119623,NaN,NaN,""
267660,20.0000808825705,0.000649167339373995,3295.48992026041,NaN,NaN,""
267720,20.0000374417159,0.000649054245293281,3295.52885475983,NaN,NaN,""
267780,19.9999940008614,0.000648941151212567,3295.56778925924,NaN,NaN,""
267840,19.999949372723,0.000648828057190245,3295.60672375864,NaN,NaN,""
267900,19.9999042589989,0.000648714963191804,3295.64565825802,NaN,NaN,""
267960,19.9998946000732,0.000648620395920686,3295.68458651919,NaN,NaN,""
268020,19.9999806339451,0.000648575832441879,3295.72349794335,NaN,NaN,""
268080,20.0000666678171,0.000648531268963072,3295.7624093675,NaN,NaN,""
268140,20.0001556766492,0.000648486705501815,3295.80132079165,NaN,NaN,""
268200,20.0002452906841,0.000648442142044128,3295.84023221579,NaN,NaN,""
268260,20.0002289843915,0.000648404467370395,3295.87913954021,NaN,NaN,""
